"_id","name","Term0","Term1","Term10","Term100","Term101","Term102","Term103","Term104","Term105","Term106","Term107","Term108","Term109","Term11","Term110","Term111","Term112","Term113","Term114","Term115","Term116","Term117","Term118","Term119","Term12","Term120","Term121","Term122","Term123","Term124","Term125","Term126","Term127","Term128","Term129","Term13","Term130","Term131","Term132","Term133","Term134","Term135","Term136","Term137","Term138","Term139","Term14","Term140","Term141","Term142","Term143","Term144","Term145","Term146","Term147","Term148","Term149","Term15","Term150","Term151","Term152","Term153","Term154","Term155","Term156","Term157","Term158","Term159","Term16","Term160","Term161","Term162","Term163","Term164","Term165","Term166","Term167","Term168","Term169","Term17","Term170","Term171","Term172","Term173","Term174","Term175","Term176","Term177","Term178","Term179","Term18","Term180","Term181","Term182","Term183","Term184","Term185","Term186","Term187","Term188","Term189","Term19","Term190","Term191","Term192","Term193","Term194","Term195","Term196","Term197","Term198","Term199","Term2","Term20","Term200","Term201","Term202","Term203","Term204","Term205","Term206","Term207","Term208","Term209","Term21","Term210","Term211","Term212","Term213","Term214","Term215","Term216","Term217","Term218","Term219","Term22","Term220","Term221","Term222","Term223","Term224","Term225","Term226","Term227","Term228","Term229","Term23","Term230","Term231","Term232","Term233","Term234","Term235","Term236","Term237","Term238","Term239","Term24","Term240","Term241","Term242","Term243","Term244","Term245","Term246","Term247","Term248","Term249","Term25","Term250","Term251","Term252","Term253","Term254","Term255","Term256","Term257","Term258","Term259","Term26","Term260","Term261","Term262","Term263","Term264","Term265","Term266","Term267","Term268","Term269","Term27","Term270","Term271","Term272","Term273","Term274","Term275","Term276","Term277","Term278","Term279","Term28","Term280","Term281","Term282","Term283","Term284","Term285","Term286","Term287","Term288","Term289","Term29","Term290","Term291","Term292","Term293","Term3","Term30","Term31","Term32","Term33","Term34","Term35","Term36","Term37","Term38","Term39","Term4","Term40","Term41","Term42","Term43","Term44","Term45","Term46","Term47","Term48","Term49","Term5","Term50","Term51","Term52","Term53","Term54","Term55","Term56","Term57","Term58","Term59","Term6","Term60","Term61","Term62","Term63","Term64","Term65","Term66","Term67","Term68","Term69","Term7","Term70","Term71","Term72","Term73","Term74","Term75","Term76","Term77","Term78","Term79","Term8","Term80","Term81","Term82","Term83","Term84","Term85","Term86","Term87","Term88","Term89","Term9","Term90","Term91","Term92","Term93","Term94","Term95","Term96","Term97","Term98","Term99"
"10","GDaisy-posy",":","#","]",,,,,,,,,,,"坏男孩",,,,,,,,,,,"的",,,,,,,,,,,"霸气",,,,,,,,,,,"表演",,,,,,,,,,,"[",,,,,,,,,,,"给力",,,,,,,,,,,"]",,,,,,,,,,," ",,,,,,,,,,,"爱",,,,,,,,,,,"权志龙","vv",,,,,,,,,,,"有何不可",,,,,,,,,,,"的",,,,,,,,,,,"秒拍",,,,,,,,,,,"视频",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"《",,,,,,,,,,,"狂放",,,,,,,,,,,"》",,,,,,,,,,,"[",,,,,,,,,,,"心",,,,,,,,,,
"11","摆动的jazz",":","BIGBANG","接触",,,,,,,,,,,"，",,,,,,,,,,,"他",,,,,,,,,,,"开口",,,,,,,,,,,"以后",,,,,,,,,,,"，",,,,,,,,,,,"大家",,,,,,,,,,,"都",,,,,,,,,,,"安静",,,,,,,,,,,"细细地",,,,,,,,,,,"演唱会","在",,,,,,,,,,,"听",,,,,,,,,,,"。",,,,,,,,,,," ",,,,,,,,,,,"摆动",,,,,,,,,,,"的",,,,,,,,,,,"jazz",,,,,,,,,,,"的",,,,,,,,,,,"秒拍",,,,,,,,,,,"视频",,,,,"《"," ","​",,,,,,,,,"无题",,,,,,,,,,,"》",,,,,,,,,,,"权志龙",,,,,,,,,,,"与",,,,,,,,,,,"粉丝",,,,,,,,,,,"亲密",,,,,,,,,,
"12","G_soohyun","#","权志龙","~",,,,,,,,,,,"视频",,,,,,,,,,,"在",,,,,,,,,,,"这",,,,,,,,,,,"[",,,,,,,,,,,"下",,,,,,,,,,,"]",,,,,,,,,,,"主角",,,,,,,,,,,"是",,,,,,,,,,,"守护",,,,,,,,,,,"#","天使",,,,,,,,,,,"[",,,,,,,,,,,"允悲",,,,,,,,,,,"]",,,,,,,,,,,"再次",,,,,,,,,,,"被",,,,,,,,,,,"吃",,,,,,,,,,,"瓜龙仔",,,,,,,,,,,"一连串",,,,,,,,,,,"的",,,,," ","动作","可爱","晕","[","笑","cry","]","@","GDRAGON","_","大","OFFICIAL"," ","LoyaltoG","的","秒拍","视频"," ","​",,,"噶",,,,,,,,,,,"不要",,,,,,,,,,,"再",,,,,,,,,,,"问",,,,,,,,,,,"啦",,,,,,,,,,
"14","天使般笑容的QZL",":","#","奶白",,,,,,,,,,,"香甜",,,,,,,,,,,"龙",,,,,,,,,,,"宝宝",,,,,,,,,,,"，",,,,,,,,,,,"开心",,,,,,,,,,,"每",,,,,,,,,,,"一天",,,,,,,,,,,"[",,,,,,,,,,,"心",,,,,,,,,,,"BIGBANG","]",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,,"_",,,,,,,,,,,"OFFICIAL",,,,,,,,,,," ",,,,,,,,,,," ",,,,,,,,,,,"[",,,,,,,,,,,"爱",,,,,,,,,,,"你",,,,,"##","]","[","爱","你","]","[","爱","你","]","cr","权志龙"," ","logo"," ","​",,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"日常",,,,,,,,,,,"想念",,,,,,,,,,,"我们",,,,,,,,,,
"15","AllForGDForever",":","#","GDRAGON",,,,,,,,,,,"_",,,,,,,,,,,"OFFICIAL",,,,,,,,,,," ",,,,,,,,,,,"超级",,,,,,,,,,,"可爱",,,,,,,,,,,"的",,,,,,,,,,,"🐲",,,,,,,,,,,"宝宝",,,,,,,,,,," ",,,,,,,,,,,"权志龙","一键",,,,,,,,,,,"开启",,,,,,,,,,,"模式",,,,,,,,,,,"[",,,,,,,,,,,"憧憬",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"憧憬",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,"##","憧憬","]"," "," ","ᴄ","ʀ",".","x","ᴅ","ʀ","一骑","ɢ","ɴ","xxx","[","星光","]","永远","支持","您","一切","绝尘","的","决定","[","星光","]"," ","​",,,,"权志龙",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"@",,,,,,,,,,
"16","韩晶晶oO","#","权志龙","_",,,,,,,,,,,"OFFICIAL",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,"小不点",,,,,,,,,,,"[",,,,,,,,,,,"微笑",,,,,,,,,,,"]",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,
"17","热门搞笑博主",":","易","的",,,,,,,,,,," ",,,,,,,,,,,"鲻",,,,,,,,,,,"鱼头",,,,,,,,,,,"，",,,,,,,,,,,"你",,,,,,,,,,,"觉得",,,,,,,,,,,"谁",,,,,,,,,,,"是",,,,,,,,,,,"你",,,,,,,,,,,"烊","的",,,,,,,,,,,"菜",,,,,,,,,,,"了",,,,,,,,,,,"？",,,,,,,,,,,"[",,,,,,,,,,,"舔",,,,,,,,,,,"屏",,,,,,,,,,,"]",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,"千玺",,,,,,,,,,,"、",,,,,,,,,,,"吴亦凡",,,,,,,,,,,"、",,,,,,,,,,,"权志龙",,,,,,,,,,,"都",,,,,,,,,,,"留过",,,,,,,,,,
"18","十月森林地",":","权志龙","啊",,,,,,,,,,,"！",,,,,,,,,,,"啊",,,,,,,,,,,"！",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"你",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"倒",,,,,,,,,,,"是",,,,,,,,,,,"更新",,,,,,,,,,,"下",,,,,,,,,,,"ig",,,,,,,,,,,"啊",,,,,,,,,,,"！",,,,,,,,,,
"19","Moncy_G","@","GDRAGON","可爱",,,,,,,,,,,"]",,,,,,,,,,,"️",,,,,,,,,,,"[",,,,,,,,,,,"红桃",,,,,,,,,,,"]",,,,,,,,,,,"️",,,,,,,,,,,"#",,,,,,,,,,,"权志龙",,,,,,,,,,,"##",,,,,,,,,,,"_","KWONJIYONG",,,,,,,,,,,"##",,,,,,,,,,,"권",,,,,,,,,,,"지",,,,,,,,,,,"용",,,,,,,,,,,"##",,,,,,,,,,,"G",,,,,,,,,,,"-",,,,,,,,,,,"DRAGON",,,,,,,,,,,"##",,,,,"OFFICIAL","HoneyJiyong","#"," ","​","​","​",,,,," ",,,,,,,,,,,"[",,,,,,,,,,,"红桃",,,,,,,,,,,"]",,,,,,,,,,,"️",,,,,,,,,,,"[",,,,,,,,,,
"20","千里传音乐",":","BIGBANG","饭",,,,,,,,,,,"拍",,,,,,,,,,,"，",,,,,,,,,,,"他",,,,,,,,,,,"一",,,,,,,,,,,"开口",,,,,,,,,,,"全场",,,,,,,,,,,"都",,,,,,,,,,,"安静",,,,,,,,,,,"了",,,,,,,,,,,"演唱会","。",,,,,,,,,,," ",,,,,,,,,,,"千里",,,,,,,,,,,"传",,,,,,,,,,,"音乐",,,,,,,,,,,"的",,,,,,,,,,,"秒拍",,,,,,,,,,,"视频",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,"《",,,,,,,,,,,"Last",,,,,,,,,,," ",,,,,,,,,,,"dance",,,,,,,,,,,"》",,,,,,,,,,,"权志龙",,,,,,,,,,,"高清",,,,,,,,,,
"21","东永裴的大太阳_",":","权志龙","[",,,,,,,,,,,"拜拜",,,,,,,,,,,"]",,,,,,,,,,,"小姐姐",,,,,,,,,,," ",,,,,,,,,,,"放开",,,,,,,,,,,"那",,,,,,,,,,,"男孩",,,,,,,,,,,"让",,,,,,,,,,,"我",,,,,,,,,,," ","来",,,,,,,,,,,"！",,,,,,,,,,," ",,,,,,,,,,,"东永裴",,,,,,,,,,,"的",,,,,,,,,,,"大",,,,,,,,,,,"太阳",,,,,,,,,,,"_",,,,,,,,,,,"的",,,,,,,,,,,"秒拍",,,,,"我们","视频"," ","​",,,,,,,,"离婚",,,,,,,,,,,"一分钟",,,,,,,,,,,"吧",,,,,,,,,,,"[",,,,,,,,,,,"拜拜",,,,,,,,,,,"]",,,,,,,,,,
"22","ETING__530",":","#","DAY",,,,,,,,,,," ",,,,,,,,,,,"30",,,,,,,,,,," ",,,,,,,,,,,"一句",,,,,,,,,,,"最想",,,,,,,,,,,"告诉",,,,,,,,,,,"他",,,,,,,,,,,"的话",,,,,,,,,,,"服兵役",,,,,,,,,,,"权志龙","好",,,,,,,,,,,"去",,,,,,,,,,,"好",,,,,,,,,,,"回",,,,,,,,,,," ",,,,,,,,,,,"两年",,,,,,,,,,,"算",,,,,,,,,,,"什么",,,,,,,,,,," ",,,,,,,,,,,"我们",,,,,"##","等","你","[","抱抱","]","[","心","]","@","GDRAGON","30","_","OFFICIAL"," ","​",,,,,,,"天",,,,,,,,,,,"推权志龙",,,,,,,,,,,"挑战",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,
"23","龙宝的迷妹",":","#","想",,,,,,,,,,,"你",,,,,,,,,,,"啦",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,,"_",,,,,,,,,,,"OFFICIAL",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,"权志龙",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"##",,,,,,,,,,,"权志龙",,,,,,,,,,,"可爱",,,,,,,,,,,"#",,,,,,,,,,," ",,,,,,,,,,,"鸡涌",,,,,,,,,,,"啊",,,,,,,,,,
"24","韶华有你幸之","#","权志龙","GD",,,,,,,,,,," ",,,,,,,,,,,"cam",,,,,,,,,,,"让",,,,,,,,,,,"我",,,,,,,,,,,"听见",,,,,,,,,,,"你",,,,,,,,,,,"的",,,,,,,,,,,"声音",,,,,,,,,,,"一丝不苟",,,,,,,,,,,"#","跳舞",,,,,,,,,,,"的",,,,,,,,,,,"龙",,,,,,,,,,,"，",,,,,,,,,,,"笑容",,,,,,,,,,,"超甜",,,,,,,,,,,"cr",,,,,,,,,,,".",,,,,,,,,,,"logo",,,,,,,,,,," ",,,,," ","最初","时光","里","的","丝绒","的","秒拍","视频"," ","​","2010",,,,,,,,,,," ",,,,,,,,,,,"big",,,,,,,,,,," ",,,,,,,,,,,"show",,,,,,,,,,," ",,,,,,,,,,
"25","世纪星_网络",":","kuku0124","1",,,,,,,,,,,"饭",,,,,,,,,,,"拍",,,,,,,,,,,"视频",,,,,,,,,,,"一则",,,,,,,,,,,"cronpicg",,,,,,,,,,,"-",,,,,,,,,,,"dragon",,,,,,,,,,,"吧",,,,,,,,,,,"的",,,,,,,,,,,"#","秒拍",,,,,,,,,,,"视频",,,,,,,,,,,"[",,,,,,,,,,,"哈哈",,,,,,,,,,,"]",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"权志龙",,,,,,,,,,,"##",,,,,,,,,,,"权志龙",,,,,,,,,,,"现场",,,,,,,,,,,"#",,,,,,,,,,,"171202BB2017CONCERTLASTDANCEINNAGOYAD",,,,,,,,,,,"-",,,,,,,,,,
"26","爱志龙的大俊吖",":","权志龙","doge",,,,,,,,,,,"]",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,,,,,,,"_",,,,,,,,,,,"OFFICIAL",,,,,,,,,,," ",,,,,,,,,,," ",,,,,,,,,,,"@",,,,,,,,,,,"屈",,,,,,,,,,,"女孩","大贤",,,,,,,,,,,"_",,,,,,,,,,," ",,,,,,,,,,," ",,,,,,,,,,,"哈哈哈",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[",,,,,,,,,,,"doge",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"doge",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,
"27","人意薄如云水","笑容","好","[",,,,,,,,,,,"爱心",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"爱心",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"熊猫",,,,,,,,,,,"]",,,,,,,,,,," ",,,,,,,,,,,"甜","YOYO",,,,,,,,,,,"漾游",,,,,,,,,,,"的",,,,,,,,,,,"秒拍",,,,,,,,,,,"视频",,,,,,,,,,," ",,,,,,,,,,,"​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[",,,,,,,,,,,"心",,,,,,,,,,,"]",,,,,,,,,,,"🐲",,,,,,,,,,,"[",,,,,,,,,,,"爱心",,,,,,,,,,,"]",,,,,,,,,,
"28","Cara__xXQ",":","运气","却",,,,,,,,,,,"buy",,,,,,,,,,,"了",,,,,,,,,,,"下次",,,,,,,,,,,"去",,,,,,,,,,,"香港",,,,,,,,,,,"带",,,,,,,,,,,"你",,,,,,,,,,,"回来",,,,,,,,,,,"[",,,,,,,,,,,"不够","心",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"心",,,,,,,,,,,"]",,,,,,,,,,,"[",,,,,,,,,,,"心",,,,,,,,,,,"]",,,,,,,,,,,"@",,,,,,,,,,,"GDRAGON",,,,,"拿","_","OFFICIAL"," ","#","权志龙","#"," ","香港特区","·","PMQ","不到"," ","元","創方"," ","​",,,,,,"gd",,,,,,,,,,,"的",,,,,,,,,,,"海报",,,,,,,,,,," ",,,,,,,,,,,"另外",,,,,,,,,,
